"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
20,2014-02-23,93,67,72,34,64,62,13,1,159,64,"BR",2,2,197,72,46,35,248
1,2014-02-24,54,35,37,32,24,30,29,1,106,110,"SN",2,1,231,56,21,28,28
2,2014-02-24,53,31,34,33,98,26,31,1,148,82,"MO",1,1,136,56,167,28,89
3,2014-02-24,67,36,43,30,35,38,22,1,179,124,"MO",2,2,214,94,16,3,210
4,2014-02-24,95,71,75,41,69,65,1,2,181,137,"BR HZ",2,2,203,78,15,6,192
5,2014-02-24,84,49,62,1,25,52,3,1,145,79,"MO",2,2,185,56,177,28,248
6,2014-02-24,93,69,73,42,70,65,2,1,180,137,"BR",2,2,219,78,45,4,233
7,2014-02-24,112,79,88,38,83,78,1,14,180,127,"MO",2,2,145,71,25,8,223
8,2014-02-24,90,71,72,46,75,69,13,1,188,138,"BR HZ",2,2,237,71,19,5,194
9,2014-02-24,26,20,79,32,1,46,55,1,145,62,"SN HZ",1,1,223,110,116,30,37
10,2014-02-24,91,78,76,35,76,71,1,3,175,134,"BR",2,1,268,78,8,13,194
11,2014-02-24,94,71,74,40,76,70,1,1,176,134,"BR",2,1,267,79,9,1,198
12,2014-02-24,94,75,76,33,75,70,1,3,173,133,"BR",2,1,267,78,13,34,197
13,2014-02-24,82,33,49,27,29,34,17,1,128,176,"FZFG BR",2,2,44,75,18,1,231
14,2014-02-24,65,44,47,27,39,41,19,1,185,132,"MO",2,2,143,89,40,6,220
15,2014-02-24,50,29,31,32,23,27,34,1,148,79,"MO",2,2,208,54,132,29,55
16,2014-02-24,56,35,37,40,26,31,29,1,154,51,"SN",2,1,234,53,122,29,44
17,2014-02-24,68,41,47,27,37,40,19,1,159,143,"MO",2,2,219,94,35,7,207
18,2014-02-24,74,60,59,12,56,53,7,1,179,131,"MO",2,2,226,83,49,7,210
19,2014-02-24,37,22,21,3,44,18,44,1,153,85,"MO",2,2,213,97,117,29,38
20,2014-02-24,76,61,61,37,58,54,5,1,189,128,"MO",2,2,205,82,62,6,216
1,2014-02-25,42,28,27,29,44,21,39,1,164,83,"MO",2,2,246,69,94,27,252
2,2014-02-25,36,24,21,3,66,18,44,1,146,83,"MO",2,2,148,68,119,27,42
3,2014-02-25,61,40,42,31,31,36,23,1,176,125,"MO",2,2,222,100,140,1,64
4,2014-02-25,90,68,71,37,74,67,24,1,180,138,"BR HZ",2,1,199,74,20,5,207
5,2014-02-25,67,34,44,10,77,42,20,1,143,80,"MO",2,2,183,69,144,27,65
6,2014-02-25,87,66,69,38,75,67,46,1,179,138,"DZ BR",2,4,215,74,63,3,241
7,2014-02-25,103,70,76,22,45,56,1,4,126,160,"MO",2,2,153,87,135,2,48
8,2014-02-25,95,69,74,26,80,72,1,1,127,173,"RA DZ FG BR",2,24,231,62,20,36,189
9,2014-02-25,88,16,12,32,20,37,62,1,143,139,"MO",2,2,223,111,144,30,66
10,2014-02-25,98,75,78,46,71,69,1,5,174,135,"MO",2,2,267,75,11,17,199
11,2014-02-25,97,68,74,39,70,65,1,1,175,134,"BR",2,2,267,75,22,26,129
12,2014-02-25,100,75,80,36,71,69,1,6,174,137,"MO",2,2,267,75,10,32,126
13,2014-02-25,50,107,27,42,26,21,39,1,182,84,"SN BR",2,1,51,98,54,2,236
14,2014-02-25,62,41,43,30,35,38,22,1,183,133,"MO",2,2,151,96,146,2,68
15,2014-02-25,38,22,21,31,44,19,44,1,146,81,"MO",2,2,221,66,97,28,21
16,2014-02-25,42,23,25,40,55,21,41,1,154,84,"MO",2,2,249,66,81,28,235
17,2014-02-25,63,42,44,32,34,38,21,1,172,119,"MO",2,2,227,101,123,2,44
18,2014-02-25,71,57,55,28,54,52,10,1,178,132,"TS RA BR HZ",2,8,226,83,89,3,248
19,2014-02-25,32,65,16,8,21,14,50,1,151,86,"MO",2,2,210,95,132,30,55
20,2014-02-25,72,58,56,35,57,53,9,1,173,68,"RA BR HZ",2,26,205,82,94,3,250
1,2014-02-26,42,24,25,27,21,19,41,1,143,104,"MO",2,2,239,61,85,25,253
2,2014-02-26,38,76,19,5,21,15,47,1,145,84,"MO",1,1,139,59,94,27,29
3,2014-02-26,51,28,31,11,66,26,34,1,175,126,"MO",1,1,221,104,87,34,29
4,2014-02-26,69,50,51,5,46,44,15,1,179,139,"RA BR HZ",2,13,216,94,80,36,237
5,2014-02-26,108,78,84,35,33,56,1,10,142,81,"MO",2,2,185,61,87,26,240
6,2014-02-26,68,42,47,6,48,43,19,1,178,139,"RA DZ BR HZ",2,29,234,92,154,1,74
7,2014-02-26,85,67,65,34,65,62,57,1,22,174,"MO",2,2,155,45,81,36,35
8,2014-02-26,70,49,51,26,53,47,15,1,191,118,"RA SN BR",2,31,247,84,99,36,21
9,2014-02-26,34,3,57,33,16,33,58,1,146,91,"MO",1,1,182,73,136,28,77
10,2014-02-26,83,68,67,1,73,67,57,1,173,135,"RA BR",2,55,250,58,42,29,228
11,2014-02-26,80,64,64,12,73,64,76,1,173,135,"RA BR",2,53,249,59,39,30,204
12,2014-02-26,81,68,66,28,73,66,68,1,181,135,"RA BR",2,43,249,59,36,31,209
13,2014-02-26,67,107,36,30,28,29,30,1,83,202,"MO",2,2,41,85,39,16,219
14,2014-02-26,52,30,33,9,98,27,32,1,182,134,"MO",2,2,153,103,100,1,37
15,2014-02-26,39,1,16,6,21,14,50,1,144,82,"BR",1,1,213,59,50,27,217
16,2014-02-26,43,23,25,40,33,19,41,1,151,83,"MO",2,2,241,59,73,26,239
17,2014-02-26,54,31,34,29,88,27,31,1,207,166,"MO",2,2,227,106,60,1,228
18,2014-02-26,59,45,43,9,30,37,22,1,176,133,"MO",2,2,239,98,118,36,42
19,2014-02-26,28,20,90,14,16,57,54,1,150,88,"SN",1,1,180,72,138,25,72
20,2014-02-26,60,44,43,8,32,37,22,1,179,67,"MO",2,1,217,96,128,35,52
1,2014-02-27,41,107,22,9,21,18,43,1,141,102,"SN UP HZ",2,1,227,51,66,26,234
2,2014-02-27,38,54,18,7,1,14,48,1,143,86,"SN BR",5,4,127,48,91,25,45
3,2014-02-27,68,36,43,30,27,34,22,1,174,127,"MO",2,2,193,77,43,16,216
4,2014-02-27,76,45,52,5,42,44,14,1,177,140,"MO",2,2,203,84,18,16,185
5,2014-02-27,111,80,87,37,44,64,1,13,140,83,"MO",2,2,184,50,71,27,247
6,2014-02-27,73,38,48,6,43,42,18,1,176,139,"MO",2,2,220,84,37,17,193
7,2014-02-27,96,68,74,40,67,62,1,1,194,136,"MO",2,2,124,83,83,19,253
8,2014-02-27,73,44,50,12,48,45,16,1,149,136,"MO",2,2,243,91,25,17,127
9,2014-02-27,33,5,7,1,10,79,69,1,81,156,"MO",2,2,208,96,43,33,235
10,2014-02-27,79,61,62,22,48,51,4,1,172,136,"MO",2,1,257,67,80,32,238
11,2014-02-27,75,58,59,29,51,50,7,1,172,136,"MO",2,2,256,68,65,31,222
12,2014-02-27,79,60,61,37,49,51,5,1,161,135,"MO",2,1,255,67,91,33,249
13,2014-02-27,73,38,48,34,34,40,18,1,172,126,"MO",2,1,15,41,17,19,205
14,2014-02-27,75,33,45,28,28,37,20,1,181,135,"MO",2,2,122,74,74,18,238
15,2014-02-27,38,20,16,7,21,14,50,1,143,83,"SN BR",4,3,202,48,50,25,225
16,2014-02-27,41,76,21,3,22,18,44,1,146,79,"SN",2,3,230,48,51,27,226
17,2014-02-27,72,28,42,3,28,34,23,1,196,103,"MO",2,2,200,80,24,15,188
18,2014-02-27,72,41,49,4,36,41,17,1,175,134,"MO",2,2,218,80,54,17,209
19,2014-02-27,28,20,90,14,4,24,54,1,148,89,"MO",4,1,202,84,117,32,37
20,2014-02-27,73,39,48,8,36,41,18,1,85,115,"MO",2,2,197,79,35,16,203
1,2014-02-28,38,98,20,3,20,15,45,1,192,82,"MO",2,2,272,102,76,28,232
2,2014-02-28,32,32,15,10,4,68,51,1,142,87,"MO",2,2,172,100,115,28,38
3,2014-02-28,67,51,51,12,41,42,15,1,172,128,"RA",2,6,179,58,96,13,23
4,2014-02-28,100,59,71,36,61,60,24,1,175,140,"MO",2,2,183,61,53,19,211
5,2014-02-28,89,66,74,1,20,56,1,1,139,84,"MO",2,2,220,101,116,28,234
6,2014-02-28,95,52,65,34,61,58,74,1,175,140,"BR",2,2,200,61,93,19,247
7,2014-02-28,87,57,60,37,60,56,6,1,200,84,"MO",2,6,107,97,106,14,57
8,2014-02-28,95,56,67,34,63,60,57,1,193,140,"BR",2,2,223,81,67,19,222
9,2014-02-28,27,18,35,7,14,45,60,1,156,122,"SN HZ",2,1,194,80,32,18,27
10,2014-02-28,84,60,64,30,52,54,76,1,171,137,"MO",2,2,272,82,87,1,249
11,2014-02-28,82,47,56,31,52,50,9,1,171,137,"BR",2,2,272,83,44,3,210
12,2014-02-28,81,53,59,29,54,53,7,1,171,137,"MO",2,2,271,83,59,2,222
13,2014-02-28,73,40,49,22,38,39,17,1,126,165,"BR",2,2,20,42,17,5,227
14,2014-02-28,84,56,62,40,48,49,4,1,180,136,"RA",2,1,105,49,99,13,46
15,2014-02-28,35,1,13,9,20,79,52,1,141,84,"MO",1,1,247,99,78,30,235
16,2014-02-28,37,65,18,10,20,14,48,1,137,96,"MO",2,2,275,98,87,29,245
17,2014-02-28,69,53,53,33,45,44,12,1,181,135,"RA",2,10,184,60,72,13,235
18,2014-02-28,103,58,72,41,53,56,13,1,174,135,"MO",2,2,192,51,117,17,56
19,2014-02-28,40,11,16,9,55,16,50,1,146,90,"SN BR",3,3,201,85,75,17,234
20,2014-02-28,104,58,73,37,54,56,2,1,175,149,"MO",2,2,172,50,89,18,25
1,2014-03-01,50,76,26,22,66,22,40,1,170,49,"MO",2,1,286,106,55,21,207
2,2014-03-01,45,54,21,4,33,20,44,1,140,88,"MO",2,2,185,103,84,22,243
3,2014-03-01,67,36,43,31,46,42,22,1,171,129,"FZRA FZDZ BR",2,1,203,81,101,1,26
4,2014-03-01,102,69,77,42,75,70,1,4,174,141,"FG+ FG BR",2,2,193,68,51,16,206
5,2014-03-01,103,81,84,34,88,75,1,10,137,85,"MO",2,2,213,106,91,20,228
6,2014-03-01,100,56,70,38,76,70,35,1,174,141,"DZ FG+ BR",2,3,210,68,92,17,243
7,2014-03-01,49,29,32,22,42,32,36,1,183,97,"RA FZRA FG+ FG BR HZ",2,1,137,80,137,1,38
8,2014-03-01,102,74,80,22,85,77,1,6,156,152,"RA FG+ BR",2,2,228,52,105,18,252
9,2014-03-01,99,15,61,42,5,43,5,1,143,94,"MO",2,2,237,123,146,32,62
10,2014-03-01,90,70,72,37,68,63,13,1,170,137,"BR HZ",2,2,285,94,71,3,235
11,2014-03-01,89,60,66,32,68,62,68,1,170,137,"FG+ BR",2,2,285,95,43,3,214
12,2014-03-01,86,70,70,36,69,63,35,1,208,132,"FG+ BR",2,2,285,95,55,3,218
13,2014-03-01,41,22,23,26,27,20,42,1,189,120,"SN FG+ FZFG BR BLSN",2,1,33,74,63,36,221
14,2014-03-01,62,35,40,4,50,43,26,1,178,137,"RA DZ FZDZ FG+ BR",1,1,134,77,131,1,60
15,2014-03-01,45,15,17,7,22,16,49,1,140,86,"MO",2,2,262,104,33,15,189
16,2014-03-01,49,43,23,4,88,22,42,1,146,60,"MO",2,2,290,104,57,21,220
17,2014-03-01,69,38,45,28,49,44,20,1,197,133,"FZRA BR HZ",2,1,208,83,88,2,243
18,2014-03-01,101,68,76,44,73,69,1,3,172,136,"FG+ BR HZ",2,2,208,64,94,16,21
19,2014-03-01,37,98,20,6,77,16,45,1,145,92,"SN BR",37,20,218,101,106,32,23
20,2014-03-01,101,63,74,36,73,69,1,1,112,84,"FG+ BR",2,2,188,64,75,16,232
1,2014-03-02,52,40,38,22,30,33,28,1,124,98,"MO",2,2,255,78,38,29,226
2,2014-03-02,50,37,36,32,29,30,30,1,139,89,"MO",2,2,158,76,77,28,244
3,2014-03-02,37,87,19,24,97,17,47,1,170,130,"TS FZDZ SN BR BLSN",34,36,230,108,178,36,102
4,2014-03-02,92,41,59,29,58,52,7,1,173,142,"RA BR HZ",2,10,209,80,51,35,251
5,2014-03-02,83,67,66,32,32,56,68,1,136,86,"MO",2,2,160,78,38,25,192
6,2014-03-02,91,40,58,27,61,53,8,1,173,141,"RA DZ BR",2,12,225,79,84,36,66
7,2014-03-02,63,44,44,41,40,41,20,1,134,16,"FZRA SN VCTS",2,27,162,108,230,36,162
8,2014-03-02,93,42,60,35,67,59,6,1,125,151,"RA DZ SN BR UP",2,23,236,95,52,35,41
9,2014-03-02,55,5,6,3,8,11,67,1,140,89,"MO",2,2,246,134,96,30,252
10,2014-03-02,96,71,75,34,69,65,1,2,169,138,"BR HZ",2,2,285,91,29,9,206
11,2014-03-02,95,66,72,37,67,62,13,1,169,138,"FG+ BR",2,2,283,91,16,9,129
12,2014-03-02,91,69,72,38,69,64,13,1,170,138,"FG+ FG BR",2,2,283,92,20,8,185
13,2014-03-02,43,87,22,26,24,19,43,1,111,77,"SN BR",1,1,46,99,25,36,207
14,2014-03-02,36,22,20,23,98,17,45,1,176,138,"TS FZDZ SN BLSN",17,18,159,106,219,36,148
15,2014-03-02,48,31,31,12,28,29,34,1,138,87,"MO",2,2,233,77,64,32,226
16,2014-03-02,52,41,39,33,32,33,27,1,156,137,"SN",2,1,258,75,31,29,220
17,2014-03-02,39,22,22,5,23,19,43,1,61,136,"FZRA SN FZFG BR UP BLSN",13,25,236,111,141,1,64
18,2014-03-02,90,33,53,2,39,33,12,1,171,136,"RA DZ FZDZ SN PL BR",6,20,236,90,174,34,98
19,2014-03-02,8,32,68,17,18,57,56,1,143,93,"MO",1,1,233,116,108,32,30
20,2014-03-02,91,33,53,39,40,36,12,1,3,142,"RA FZRA SN BR UP HZ",2,4,213,87,167,34,98
1,2014-03-03,41,23,23,12,11,18,42,1,163,92,"MO",2,2,265,91,87,33,243
2,2014-03-03,38,87,20,6,1,16,45,1,137,90,"MO",2,2,164,87,103,32,27
3,2014-03-03,34,54,16,25,21,14,50,1,168,131,"SN",1,6,233,123,80,36,240
4,2014-03-03,63,37,42,16,35,36,23,1,172,142,"TS TSRA FZRA",1,10,229,110,88,36,252
5,2014-03-03,89,44,62,1,33,41,12,1,134,87,"MO",2,2,208,88,99,33,27
6,2014-03-03,61,36,40,15,39,37,26,1,172,142,"TS RA FZRA BR VCTS",2,17,239,100,159,1,98
7,2014-03-03,98,59,72,30,71,67,13,1,94,205,"SN",1,1,167,88,89,35,23
8,2014-03-03,54,38,38,22,40,36,28,1,193,137,"TSSN UP VCTS",2,9,262,140,127,36,53
9,2014-03-03,8,3,11,9,18,35,63,1,153,86,"SN HZ",2,1,232,124,49,15,216
10,2014-03-03,103,74,81,38,74,72,1,7,168,139,"RA",2,2,265,73,121,23,47
11,2014-03-03,101,67,75,39,75,70,1,2,168,139,"MO",2,2,264,73,106,24,29
12,2014-03-03,103,70,78,38,74,71,1,5,118,165,"BR",2,2,264,73,96,24,251
13,2014-03-03,75,38,49,30,29,39,17,1,44,160,"MO",2,2,43,75,39,25,249
14,2014-03-03,38,76,19,24,55,16,47,1,175,138,"SN BLSN",1,1,164,119,98,35,250
15,2014-03-03,34,1,13,11,14,14,52,1,136,88,"MO",2,2,242,91,82,32,235
16,2014-03-03,42,22,23,32,21,18,42,1,158,92,"MO",2,2,267,87,111,33,32
17,2014-03-03,38,87,20,11,44,16,45,1,134,86,"SN UP",1,1,244,124,57,2,217
18,2014-03-03,49,28,30,23,28,28,36,1,170,137,"SN",1,1,254,113,110,35,37
19,2014-03-03,31,1,101,14,1,90,53,1,142,94,"SN",1,1,236,122,45,28,236
20,2014-03-03,51,30,32,35,28,29,33,1,134,96,"UP",2,1,231,110,116,34,48
1,2014-03-04,42,87,22,31,15,18,43,1,193,85,"MO",2,1,283,107,33,26,203
2,2014-03-04,38,32,17,9,14,15,49,1,135,92,"MO",2,2,182,104,56,27,216
3,2014-03-04,57,23,31,14,27,27,34,1,167,132,"MO",2,2,211,96,60,16,216
4,2014-03-04,67,44,47,11,46,41,19,1,171,143,"FZRA BR",1,19,210,92,16,5,197
5,2014-03-04,72,55,62,29,11,44,5,1,132,89,"MO",2,2,232,106,47,28,23
6,2014-03-04,63,45,45,9,47,41,20,1,171,143,"FZRA BR",2,32,227,91,46,5,225
7,2014-03-04,105,68,78,13,56,61,1,4,8,149,"MO",2,2,136,56,97,17,247
8,2014-03-04,54,46,42,30,48,40,23,1,175,129,"TSSN SN BR UP",2,57,248,81,12,1,16
9,2014-03-04,32,98,18,7,55,16,48,1,170,119,"SN",2,1,216,103,51,8,217
10,2014-03-04,90,63,69,29,65,60,46,1,167,139,"DZ BR HZ",2,1,274,83,154,2,79
11,2014-03-04,84,59,63,26,64,56,3,1,167,139,"DZ BR",2,1,274,85,111,3,35
12,2014-03-04,90,63,69,41,65,59,46,1,169,137,"RA BR",2,1,273,84,116,2,38
13,2014-03-04,78,44,52,36,31,39,14,1,120,121,"SN FG FZFG BR",2,21,38,63,39,5,234
14,2014-03-04,65,26,38,7,32,32,28,1,173,139,"MO",2,2,135,88,84,16,239
15,2014-03-04,43,18,15,10,14,15,51,1,135,89,"MO",2,2,259,105,32,30,188
16,2014-03-04,70,32,41,34,14,18,25,1,175,140,"UP",2,1,286,104,36,28,199
17,2014-03-04,62,23,34,1,30,29,31,1,209,129,"MO",2,2,214,95,38,15,197
18,2014-03-04,67,39,44,10,36,37,21,1,169,138,"MO",2,2,229,91,39,12,202
19,2014-03-04,37,22,21,6,77,18,44,1,140,95,"SN",33,17,218,104,23,25,217
20,2014-03-04,67,39,44,22,38,37,21,1,131,139,"MO",2,2,208,90,42,11,204
1,2014-03-05,40,25,25,3,25,22,41,1,167,5,"SN",2,1,285,110,62,2,219
2,2014-03-05,38,24,22,5,23,21,43,1,134,93,"SN BR",5,3,182,105,52,3,215
3,2014-03-05,63,38,42,4,40,39,23,1,166,133,"RA BR",2,6,211,90,22,7,213
4,2014-03-05,70,52,53,5,54,49,12,1,170,144,"BR HZ",2,2,205,82,15,13,128
5,2014-03-05,81,68,39,35,26,38,23,1,131,90,"MO",2,2,311,108,68,1,233
6,2014-03-05,73,52,54,31,56,49,11,1,170,144,"BR HZ",2,2,221,81,26,12,202
7,2014-03-05,102,91,87,1,89,84,1,13,103,200,"RA FZRA SN BR HZ",2,28,143,66,19,4,251
8,2014-03-05,71,53,54,32,60,52,11,1,131,62,"RA BR",2,2,238,105,9,3,12
9,2014-03-05,37,23,21,2,77,19,44,1,183,91,"MO",2,2,231,118,51,12,212
10,2014-03-05,70,61,58,34,62,55,8,1,166,140,"RA BR",2,15,275,83,108,1,30
11,2014-03-05,65,56,52,6,60,52,14,1,166,140,"RA DZ BR",2,15,274,85,57,1,220
12,2014-03-05,70,60,56,12,62,55,9,1,155,144,"RA BR HZ",2,12,273,84,76,2,234
13,2014-03-05,67,36,43,33,38,38,22,1,129,91,"SN BR",2,9,52,87,47,18,214
14,2014-03-05,65,45,47,30,43,40,19,1,172,140,"RA BR HZ",1,21,141,87,15,5,252
15,2014-03-05,37,87,19,6,23,20,47,1,133,91,"SN BR",11,4,261,110,37,35,203
16,2014-03-05,39,28,26,29,26,23,40,1,116,89,"SN",2,1,286,107,77,36,232
17,2014-03-05,68,41,47,30,42,40,19,1,169,132,"RA BR HZ",2,9,218,92,13,6,188
18,2014-03-05,72,48,52,3,43,44,14,1,168,139,"RA HZ",2,3,183,77,53,11,227
19,2014-03-05,32,28,22,5,23,19,43,1,138,96,"SN",8,4,237,122,131,5,60
20,2014-03-05,71,45,50,7,45,44,16,1,175,139,"RA BR HZ",2,3,203,82,35,10,200
1,2014-03-06,45,76,22,3,17,17,43,1,132,89,"MO",2,2,311,134,28,36,186
2,2014-03-06,39,43,18,9,20,15,48,1,132,94,"MO",2,2,208,130,28,1,214
3,2014-03-06,72,47,51,26,46,43,15,1,164,134,"BR HZ",2,2,207,89,10,30,215
4,2014-03-06,83,58,62,27,53,52,4,1,169,144,"BR HZ",2,2,213,91,29,34,195
5,2014-03-06,61,41,51,38,21,40,15,1,129,91,"MO",2,2,224,133,46,36,188
6,2014-03-06,82,48,56,29,54,51,9,1,168,144,"BR HZ",2,2,229,90,59,33,223
7,2014-03-06,100,78,83,12,80,75,1,9,76,188,"BR HZ",2,2,141,100,29,20,233
8,2014-03-06,79,53,58,31,58,53,8,1,172,75,"BR",2,2,247,75,51,35,206
9,2014-03-06,41,23,23,5,27,22,42,1,137,86,"HZ",2,2,196,87,139,16,60
10,2014-03-06,74,62,60,7,67,60,6,1,164,141,"RA DZ BR",2,113,262,67,139,1,65
11,2014-03-06,70,58,55,3,65,58,10,1,165,141,"RA BR",2,101,262,69,121,2,48
12,2014-03-06,74,61,60,29,67,59,6,1,173,140,"RA BR",2,78,261,67,124,2,48
13,2014-03-06,81,49,56,44,31,42,9,1,143,69,"MO",2,2,34,58,90,22,251
14,2014-03-06,72,48,52,22,47,43,14,1,171,141,"BR HZ",2,2,140,89,12,28,242
15,2014-03-06,46,19,15,11,19,92,51,1,131,92,"MO",2,2,285,133,10,32,19
16,2014-03-06,42,54,20,31,21,17,45,1,143,137,"MO",2,2,314,131,35,35,210
17,2014-03-06,73,49,53,6,48,45,12,1,169,153,"BR HZ",2,2,213,91,5,29,126
18,2014-03-06,72,56,55,30,50,48,10,1,166,139,"HZ",2,1,230,90,70,35,243
19,2014-03-06,38,27,25,3,26,22,41,1,137,98,"MO",2,2,217,105,85,14,244
20,2014-03-06,74,55,56,22,50,48,9,1,109,174,"HZ",2,3,209,89,69,34,232
1,2014-03-07,53,76,27,22,24,26,39,1,29,203,"MO",2,2,285,103,11,12,123
2,2014-03-07,49,25,29,29,23,26,37,1,130,95,"MO",2,2,184,99,20,21,194
3,2014-03-07,78,49,55,1,48,48,10,1,163,135,"MO",2,2,185,65,115,16,37
4,2014-03-07,85,53,61,29,58,55,5,1,168,145,"BR HZ",2,2,195,74,56,16,214
5,2014-03-07,104,77,82,31,29,58,1,8,127,92,"MO",2,2,229,102,31,9,130
6,2014-03-07,84,46,56,30,58,54,9,1,167,145,"BR",2,2,211,73,74,17,231
7,2014-03-07,98,85,85,42,87,77,1,11,201,99,"HZ",2,2,115,59,160,17,96
8,2014-03-07,86,49,60,33,62,58,6,1,115,45,"BR",2,2,233,111,59,16,210
9,2014-03-07,48,37,34,1,36,31,31,1,163,134,"BR HZ",2,2,190,73,70,34,33
10,2014-03-07,68,59,55,1,57,51,10,1,163,142,"BR",2,1,255,67,92,30,251
11,2014-03-07,65,57,53,6,58,51,12,1,163,141,"RA BR",2,5,255,67,88,30,245
12,2014-03-07,67,59,54,35,57,51,11,1,159,151,"RA BR",2,1,254,67,94,31,252
13,2014-03-07,63,45,45,34,43,39,20,1,171,55,"RA SN FG+ FG FZFG BR",1,42,44,71,45,1,220
14,2014-03-07,87,51,61,37,51,51,5,1,169,142,"BR HZ",2,2,114,59,145,16,76
15,2014-03-07,49,18,17,9,66,17,49,1,130,93,"MO",2,2,260,102,25,15,129
16,2014-03-07,48,43,22,29,27,25,43,1,131,89,"MO",2,1,288,100,18,15,186
17,2014-03-07,80,44,53,31,49,48,12,1,178,135,"BR",2,2,192,68,71,18,224
18,2014-03-07,85,53,61,22,52,53,5,1,165,140,"HZ",2,2,208,69,135,16,57
19,2014-03-07,60,29,37,1,35,33,29,1,135,99,"RA PL HZ",3,4,189,73,64,22,244
20,2014-03-07,85,52,61,22,53,53,5,1,78,130,"BR HZ",2,2,187,68,107,16,27
1,2014-03-08,68,35,43,37,35,37,22,1,112,80,"MO",2,2,235,56,43,33,201
2,2014-03-08,64,40,44,38,37,38,21,1,129,96,"MO",2,2,138,55,80,30,240
3,2014-03-08,63,47,47,31,46,40,19,1,162,136,"RA DZ BR HZ",1,62,218,94,106,36,31
4,2014-03-08,76,59,60,30,65,58,6,1,166,146,"TS TSRA RA BR",2,76,208,82,24,35,198
5,2014-03-08,70,46,53,33,37,44,14,1,126,93,"MO",2,2,180,56,91,33,235
6,2014-03-08,76,59,60,27,67,59,6,1,166,146,"TSRA RA DZ BR",2,60,225,82,70,36,235
7,2014-03-08,109,71,83,34,62,72,1,9,102,212,"RA HZ",2,1,151,75,164,36,84
8,2014-03-08,84,60,64,34,71,63,76,1,166,150,"RA DZ SN BR",2,102,237,62,39,1,213
9,2014-03-08,43,27,27,27,25,23,39,1,173,140,"MO",2,2,218,103,62,31,226
10,2014-03-08,89,57,64,26,58,56,76,1,162,142,"MO",2,2,278,88,6,1,199
11,2014-03-08,87,51,61,30,58,54,5,1,162,142,"BR",2,2,277,88,6,16,186
12,2014-03-08,84,56,62,1,57,54,4,1,181,121,"MO",2,2,277,88,8,9,124
13,2014-03-08,61,40,42,47,40,37,23,1,195,82,"SN BR",1,1,67,107,33,21,204
14,2014-03-08,68,47,49,29,42,40,17,1,168,143,"RA HZ",2,1,149,93,178,35,98
15,2014-03-08,65,24,37,33,31,30,29,1,128,94,"BR",2,2,213,57,54,32,209
16,2014-03-08,68,31,41,36,36,37,25,1,129,138,"RA BR",2,1,237,53,69,33,223
17,2014-03-08,63,48,48,27,48,42,18,1,181,140,"RA BR HZ",2,30,224,95,71,36,226
18,2014-03-08,72,53,54,2,56,51,11,1,164,141,"RA HZ",2,3,231,86,39,33,47
19,2014-03-08,48,31,31,28,32,28,34,1,133,100,"HZ",2,2,213,96,95,3,30
20,2014-03-08,72,55,55,34,56,52,10,1,130,47,"RA BR HZ",2,1,210,84,65,33,45
1,2014-03-09,106,70,78,37,54,61,1,5,64,180,"MO",2,2,244,72,62,30,227
2,2014-03-09,51,38,37,1,24,29,29,1,127,98,"MO",2,2,146,64,102,30,35
3,2014-03-09,78,39,50,28,49,45,16,1,160,136,"BR",2,2,216,98,33,18,213
4,2014-03-09,75,53,56,3,54,51,9,1,165,147,"RA BR",2,13,224,102,29,35,200
5,2014-03-09,82,59,63,36,23,59,1,1,124,95,"MO",2,2,241,65,93,31,28
6,2014-03-09,74,56,56,30,57,51,9,1,165,146,"MO",2,2,241,101,81,1,246
7,2014-03-09,112,72,84,28,64,66,1,10,90,185,"MO",2,2,152,65,34,22,212
8,2014-03-09,71,57,55,32,60,53,10,1,179,135,"RA DZ BR",2,9,258,80,60,36,218
9,2014-03-09,59,26,34,1,38,34,31,1,163,78,"MO",2,2,170,60,52,18,219
10,2014-03-09,97,64,73,1,63,62,2,1,161,143,"MO",2,2,280,88,27,24,207
11,2014-03-09,94,57,67,12,64,61,57,1,161,143,"MO",2,2,279,89,49,29,212
12,2014-03-09,96,60,70,42,63,61,35,1,156,147,"MO",2,2,279,89,13,29,201
13,2014-03-09,90,48,61,12,23,41,5,1,195,82,"MO",2,2,54,84,80,23,23
14,2014-03-09,81,41,53,22,39,43,12,1,167,144,"MO",2,2,151,98,19,26,209
15,2014-03-09,49,33,32,26,98,27,33,1,126,96,"MO",2,2,221,65,83,31,240
16,2014-03-09,54,38,38,2,23,31,28,1,76,130,"MO",1,2,246,63,84,31,240
17,2014-03-09,80,42,53,39,51,48,12,1,176,77,"BR HZ",2,2,223,100,18,19,125
18,2014-03-09,81,51,58,29,52,51,8,1,163,142,"HZ",2,2,241,99,49,34,225
19,2014-03-09,57,30,36,12,35,32,30,1,131,101,"MO",2,2,187,76,142,23,64
20,2014-03-09,81,52,59,22,52,51,7,1,144,77,"HZ",2,2,221,98,49,34,218
1,2014-03-10,58,40,41,37,35,36,25,1,193,115,"SN BR",1,1,231,52,38,22,210
2,2014-03-10,53,38,38,32,34,33,28,1,125,99,"SN",1,1,134,50,74,23,236
3,2014-03-10,96,56,67,41,47,53,57,1,159,137,"MO",2,2,182,65,105,19,30
